tanggal,prov,kode_prov,kota,kode_kota,hasil
7 November 2021,SULAWESI TENGGARA,74,MUNA,7403,RESIKO RENDAH
7 November 2021,SULAWESI TENGGARA,74,BOMBANA,7406,RESIKO RENDAH
7 November 2021,SULAWESI TENGGARA,74,BUTON TENGAH,7414,TIDAK ADA KASUS
7 November 2021,GORONTALO,75,BONE BOLANGO,7503,RESIKO RENDAH
7 November 2021,MALUKU UTARA,82,HALMAHERA UTARA,8203,RESIKO RENDAH
7 November 2021,MALUKU UTARA,82,PULAU MOROTAI,8207,RESIKO RENDAH
7 November 2021,MALUKU UTARA,82,KOTA TERNATE,8271,RESIKO RENDAH
7 November 2021,PAPUA,91,NABIRE,9104,RESIKO RENDAH
7 November 2021,PAPUA,91,MIMIKA,9109,RESIKO RENDAH
7 November 2021,PAPUA,91,BOVEN DIGOEL,9116,RESIKO RENDAH
7 November 2021,PAPUA BARAT,92,MANOKWARI,9202,RESIKO RENDAH
7 November 2021,PAPUA BARAT,92,RAJA AMPAT,9205,TIDAK ADA KASUS
7 November 2021,PAPUA BARAT,92,MAYBRAT,9210,RESIKO RENDAH
7 November 2021,PAPUA BARAT,92,PEGUNUNGAN ARFAK,9212,TIDAK ADA KASUS
7 November 2021,PAPUA BARAT,92,KOTA SORONG,9271,RESIKO RENDAH
7 November 2021,ACEH,11,ACEH TIMUR,1103,RESIKO RENDAH
7 November 2021,ACEH,11,ACEH BESAR,1106,RESIKO RENDAH
7 November 2021,ACEH,11,ACEH UTARA,1108,RESIKO RENDAH
7 November 2021,ACEH,11,GAYO LUES,1113,RESIKO RENDAH
7 November 2021,ACEH,11,BENER MERIAH,1117,RESIKO RENDAH
7 November 2021,SUMATERA UTARA,12,TAPANULI UTARA,1202,RESIKO RENDAH
7 November 2021,SUMATERA UTARA,12,LANGKAT,1205,RESIKO RENDAH
7 November 2021,SUMATERA UTARA,12,ASAHAN,1209,RESIKO RENDAH
7 November 2021,SUMATERA UTARA,12,NIAS SELATAN,1214,RESIKO RENDAH
7 November 2021,SUMATERA UTARA,12,KOTA PEMATANGSIANTAR,1272,RESIKO RENDAH
7 November 2021,SUMATERA BARAT,13,PESISIR SELATAN,1301,RESIKO RENDAH
7 November 2021,SUMATERA BARAT,13,SIJUNJUNG,1303,RESIKO RENDAH
7 November 2021,SUMATERA BARAT,13,TANAH DATAR,1304,RESIKO RENDAH
7 November 2021,SUMATERA BARAT,13,LIMA PULUH KOTA,1307,RESIKO RENDAH
7 November 2021,SUMATERA BARAT,13,KEPULAUAN MENTAWAI,1309,RESIKO RENDAH
7 November 2021,SUMATERA BARAT,13,SOLOK SELATAN,1311,RESIKO RENDAH
7 November 2021,SUMATERA BARAT,13,KOTA BUKITTINGGI,1375,RESIKO RENDAH
7 November 2021,SUMATERA BARAT,13,KOTA PAYAKUMBUH,1376,RESIKO RENDAH
7 November 2021,RIAU,14,KAMPAR,1401,RESIKO RENDAH
7 November 2021,RIAU,14,BENGKALIS,1403,RESIKO RENDAH
7 November 2021,RIAU,14,KUANTAN SINGINGI,1409,RESIKO RENDAH
7 November 2021,JAMBI,15,MERANGIN,1502,RESIKO RENDAH
7 November 2021,JAMBI,15,TEBO,1509,RESIKO RENDAH
7 November 2021,SUMATERA SELATAN,16,MUSI RAWAS,1605,RESIKO RENDAH
7 November 2021,SUMATERA SELATAN,16,KOTA PALEMBANG,1671,RESIKO RENDAH
7 November 2021,SUMATERA SELATAN,16,KOTA LUBUKLINGGAU,1673,TIDAK ADA KASUS
7 November 2021,SUMATERA SELATAN,16,KOTA PRABUMULIH,1674,RESIKO RENDAH
7 November 2021,KEPULAUAN BANGKA BELITUNG,19,BANGKA BARAT,1905,RESIKO RENDAH
7 November 2021,KEPULAUAN BANGKA BELITUNG,19,BELITUNG TIMUR,1906,RESIKO RENDAH
7 November 2021,KEPULAUAN RIAU,21,LINGGA,2104,RESIKO RENDAH
7 November 2021,KEPULAUAN RIAU,21,KEPULAUAN ANAMBAS,2105,RESIKO RENDAH
7 November 2021,KEPULAUAN RIAU,21,KOTA TANJUNGPINANG,2172,RESIKO RENDAH
7 November 2021,JAWA BARAT,32,INDRAMAYU,3212,RESIKO RENDAH
7 November 2021,JAWA BARAT,32,KARAWANG,3215,RESIKO RENDAH
7 November 2021,JAWA BARAT,32,PANGANDARAN,3218,RESIKO RENDAH
7 November 2021,JAWA BARAT,32,KOTA SUKABUMI,3272,RESIKO RENDAH
7 November 2021,JAWA BARAT,32,KOTA CIMAHI,3277,RESIKO RENDAH
7 November 2021,JAWA TENGAH,33,CILACAP,3301,RESIKO RENDAH
7 November 2021,JAWA TENGAH,33,KLATEN,3310,RESIKO RENDAH
7 November 2021,JAWA TENGAH,33,JEPARA,3320,RESIKO RENDAH
7 November 2021,JAWA TENGAH,33,KOTA SALATIGA,3373,RESIKO RENDAH
7 November 2021,JAWA TIMUR,35,TRENGGALEK,3503,RESIKO RENDAH
7 November 2021,JAWA TIMUR,35,BLITAR,3505,RESIKO RENDAH
7 November 2021,JAWA TIMUR,35,MALANG,3507,RESIKO RENDAH
7 November 2021,JAWA TIMUR,35,JEMBER,3509,RESIKO RENDAH
7 November 2021,JAWA TIMUR,35,SIDOARJO,3515,RESIKO RENDAH
7 November 2021,JAWA TIMUR,35,KOTA PASURUAN,3575,RESIKO RENDAH
7 November 2021,BANTEN,36,LEBAK,3602,RESIKO RENDAH
7 November 2021,BANTEN,36,TANGERANG,3603,RESIKO RENDAH
7 November 2021,BALI,51,TABANAN,5102,RESIKO RENDAH
7 November 2021,BALI,51,BULELENG,5108,RESIKO RENDAH
7 November 2021,NUSA TENGGARA BARAT,52,LOMBOK BARAT,5201,RESIKO RENDAH
7 November 2021,NUSA TENGGARA BARAT,52,SUMBAWA,5204,RESIKO RENDAH
7 November 2021,NUSA TENGGARA BARAT,52,SUMBAWA BARAT,5207,RESIKO RENDAH
7 November 2021,NUSA TENGGARA BARAT,52,LOMBOK UTARA,5208,RESIKO RENDAH
7 November 2021,NUSA TENGGARA TIMUR,53,KUPANG,5301,RESIKO RENDAH
7 November 2021,NUSA TENGGARA TIMUR,53,TIMOR TENGAH SELATAN,5302,RESIKO RENDAH
7 November 2021,NUSA TENGGARA TIMUR,53,BELU,5304,RESIKO RENDAH
7 November 2021,NUSA TENGGARA TIMUR,53,ENDE,5308,RESIKO RENDAH
7 November 2021,NUSA TENGGARA TIMUR,53,MANGGARAI BARAT,5315,RESIKO RENDAH
7 November 2021,NUSA TENGGARA TIMUR,53,NAGEKEO,5316,RESIKO RENDAH
7 November 2021,KALIMANTAN BARAT,61,SINTANG,6105,RESIKO RENDAH
7 November 2021,KALIMANTAN BARAT,61,KOTA PONTIANAK,6171,RESIKO RENDAH
7 November 2021,KALIMANTAN TENGAH,62,KAPUAS,6203,RESIKO RENDAH
7 November 2021,KALIMANTAN SELATAN,63,KOTABARU,6302,RESIKO RENDAH
7 November 2021,KALIMANTAN SELATAN,63,BARITO KUALA,6304,RESIKO RENDAH
7 November 2021,KALIMANTAN SELATAN,63,HULU SUNGAI UTARA,6308,RESIKO RENDAH
7 November 2021,KALIMANTAN SELATAN,63,TABALONG,6309,RESIKO RENDAH
7 November 2021,KALIMANTAN SELATAN,63,KOTA BANJARMASIN,6371,RESIKO RENDAH
7 November 2021,KALIMANTAN TIMUR,64,KOTA BALIKPAPAN,6471,RESIKO RENDAH
7 November 2021,KALIMANTAN UTARA,65,NUNUKAN,6503,RESIKO RENDAH
7 November 2021,SULAWESI UTARA,71,BOLAANG MONGONDOW,7101,RESIKO RENDAH
7 November 2021,SULAWESI UTARA,71,KEP. SIAU TAGULANDANG BIARO,7109,RESIKO RENDAH
7 November 2021,SULAWESI UTARA,71,KOTA MANADO,7171,RESIKO RENDAH
7 November 2021,SULAWESI UTARA,71,KOTA BITUNG,7172,RESIKO RENDAH
7 November 2021,SULAWESI TENGAH,72,BANGGAI KEPULAUAN,7207,RESIKO RENDAH
7 November 2021,SULAWESI TENGAH,72,BANGGAI LAUT,7211,RESIKO RENDAH
7 November 2021,SULAWESI TENGAH,72,MOROWALI UTARA,7212,RESIKO RENDAH
7 November 2021,SULAWESI SELATAN,73,BULUKUMBA,7302,RESIKO RENDAH
7 November 2021,SULAWESI SELATAN,73,LUWU,7317,RESIKO RENDAH
7 November 2021,SULAWESI SELATAN,73,KOTA PALOPO,7373,RESIKO RENDAH
7 November 2021,SULAWESI TENGGARA,74,BUTON,7404,RESIKO RENDAH
7 November 2021,SULAWESI TENGGARA,74,KONAWE UTARA,7409,RESIKO RENDAH
7 November 2021,SULAWESI TENGGARA,74,KONAWE KEPULAUAN,7412,TIDAK ADA KASUS
7 November 2021,GORONTALO,75,GORONTALO UTARA,7505,RESIKO RENDAH
7 November 2021,MALUKU,81,MALUKU TENGGARA,8102,RESIKO RENDAH
7 November 2021,MALUKU,81,BURU,8104,RESIKO RENDAH
7 November 2021,MALUKU,81,KEPULAUAN ARU,8107,RESIKO RENDAH
7 November 2021,MALUKU UTARA,82,HALMAHERA TIMUR,8206,TIDAK ADA KASUS
7 November 2021,MALUKU UTARA,82,KOTA TIDORE KEPULAUAN,8272,RESIKO RENDAH
7 November 2021,PAPUA,91,BIAK NUMFOR,9106,RESIKO RENDAH
7 November 2021,PAPUA,91,SARMI,9110,RESIKO RENDAH
7 November 2021,PAPUA,91,KEEROM,9111,RESIKO RENDAH
7 November 2021,PAPUA,91,PEGUNUNGAN BINTANG,9112,RESIKO RENDAH
7 November 2021,PAPUA,91,ASMAT,9118,RESIKO RENDAH
7 November 2021,PAPUA,91,SUPIORI,9119,RESIKO RENDAH
7 November 2021,PAPUA,91,LANNY JAYA,9123,RESIKO RENDAH
7 November 2021,PAPUA,91,PUNCAK,9125,TIDAK ADA KASUS
7 November 2021,PAPUA,91,INTAN JAYA,9127,RESIKO RENDAH
7 November 2021,PAPUA BARAT,92,FAKFAK,9203,RESIKO RENDAH
7 November 2021,PAPUA BARAT,92,TELUK BINTUNI,9206,RESIKO RENDAH
